symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,volume,avgVolume,open,previousClose,pe,earningsAnnouncement,sharesOutstanding
IQMD,Intelligent Medicine Acquisition Corp.,11.04,7.7073,0.79,10.75,11.22,11.22,9.97,64751135.0,10.443258,,10.227501,219284.0,5712.0,10.95,10.25,23.0,2022-12-31T00:00:00.000+0000,5865139.0
IQMDU,Intelligent Medicine Acquisition Corp.,10.98,4.7011,0.493,10.9,11.0,11.0,9.9,258498824.0,10.439328,10.95,10.235426,3210.0,237.0,11.0,10.487,0.0,2022-12-31T00:00:00.000+0000,23542698.0
IQMDW,Intelligent Medicine Acquisition Corp.,0.0025,-91.7763,-0.0279,0.0025,0.026,0.34,0.0025,0.0,0.0407,11,0.050975,241089.0,9421.0,0.026,0.0304,0.0,2022-12-31T00:00:00.000+0000,0.0
IQNT,"Inteliquent, Inc.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,,,,2016-09-30T00:00:00.000+0000,0.0
IRAA,Iris Acquisition Corp,10.31,0.0,0.0,10.31,10.31,11.22,9.82,85708092.0,10.3648,,10.323735,2608.0,3458.0,10.31,10.31,343.67,2023-12-18T05:00:00.000+0000,8313103.0
IRAAU,Iris Acquisition Corp,10.34,3.9196,0.39,10.32,10.35,11.4,9.53,85708084.0,10.3424,10.31,10.2545,793.0,95.0,10.3499,9.95,0.0,2023-03-31T00:00:00.000+0000,8288983.0
IRAAW,Iris Acquisition Corp,0.0301,0.3333,0.0001,0.0301,0.0301,0.0301,0.0301,247628.0,0.0,10.3499,0.0,3700.0,0.0,0.0301,0.03,0.0,2023-03-31T00:00:00.000+0000,8226857.0
IRBT,iRobot Corporation,37.94,-1.837,-0.71,37.46,39.15,51.49,28.23,1057220864.0,34.8658,0.0301,39.1303,680464.0,588541.0,39.07,38.65,-3.21,2024-02-12T10:59:00.000+0000,27865600.0
IRCP,IRSA Propiedades Comerciales S.A.,2.4984,12.035872,0.26839995,2.37,2.5,10.75,2.01,0.0,2.4572,39.07,2.4929,7811.0,29122.0,2.435,2.23,-0.8196850393700787,2021-11-05T04:00:00.000+0000,0.0
IRDM,Iridium Communications Inc.,40.68,1.3958,0.56,40.18,41.66,68.34,34.21,5038258680.0,39.1998,2.435,52.70585,656946.0,788104.0,40.69,40.12,-226.0,2024-02-14T13:30:00.000+0000,123851000.0
IREN,Iris Energy Limited,5.87,1.3817,0.08,5.6,6.0,8.06,1.02,390491524.0,3.6963,40.69,4.144,4612729.0,2343787.0,5.9,5.79,-1.87,2024-02-15T00:00:00.000+0000,66523258.0
IRFAX,Cohen & Steers International Realty Fund Class A,8.86,2.9036,0.25,0.0,8.86,9.76,0.0,469753691.0,8.0614,5.9,8.4409,0.0,0.0,,8.61,,,53019604.0
IRIX,IRIDEX Corporation,2.63,-5.0541,-0.14,2.63,2.78,3.48,1.31,42731714.0,2.6198,,2.2037,86417.0,131569.0,2.75,2.77,-5.48,2024-03-07T00:00:00.000+0000,16247800.0
IRMD,IRadimed Corporation,45.53,4.1162,1.8,44.01,45.56,51.037,27.61,573932968.0,41.0996,2.75,43.753975,61305.0,30626.0,44.56,43.73,35.29,2024-01-31T00:00:00.000+0000,12605600.0
IRON,"Disc Medicine, Inc.",58.25,-1.4882,-0.88,56.51,60.17,66.61,15.0,1406178300.0,49.8848,44.56,42.298527,598795.0,204950.0,60.17,59.13,-5.96,2023-11-09T13:30:00.000+0000,24140400.0
IROQ,"IF Bancorp, Inc.",14.99,5.7869,0.82,14.25,14.99,18.45,13.75,50285904.0,14.3062,60.17,14.9669,7788.0,1822.0,14.25,14.17,15.3,2024-01-25T10:59:00.000+0000,3354630.0
IRTC,"iRhythm Technologies, Inc.",102.62,6.122,5.92,96.85,105.88,140.234,70.24,3145385096.0,82.9968,14.25,104.35708,619726.0,377446.0,99.07,96.7,-29.83,2024-02-21T00:00:00.000+0000,30650800.0
IRWD,"Ironwood Pharmaceuticals, Inc.",11.45,7.1095,0.76,11.19,12.085,12.66,8.07,1787677050.0,9.6034,99.07,10.1449,4945754.0,2421493.0,11.345,10.69,-1.85,2024-02-14T00:00:00.000+0000,156129000.0
ISAA,Iron Spark I Inc.,10.08,0.0,0.0,10.07,10.1,10.25,9.84,0.0,10.0009,11.345,9.937845,20035.0,147851.0,10.07,10.08,0.0,,0.0
ISARX,"AB Cap Fund, Inc. - AB International Strategic Core Portfolio - A",13.03,0.3852,0.05,0.0,13.03,13.03,0.0,691516798.0,12.4444,10.07,12.4763,0.0,0.0,,12.98,,,53071128.0
ISBC,"Investors Bancorp, Inc.",13.87,-2.4613,-0.35,13.79,14.2,17.67,12.6,3455835385.0,16.069,,15.21525,133025189.0,5238648.0,14.19,14.22,10.428571428571429,2023-01-24T00:00:00.000+0000,249159004.0
ISDS,Invesco RAFI Strategic Developed ex-US Small Company ETF,21.7659,-0.0028,-0.0006,21.7659,22.02,22.39,15.26,4320118.0,22.02,14.19,21.966667,0.0,0.0,22.02,21.7665,,,198481.0
ISDX,Invesco RAFI Strategic Developed ex-US ETF,26.54,0.2645,0.07,26.4037,26.59,29.5,26.37,54430514.0,28.16831,22.02,27.933527,147443.0,0.0,26.59,26.47,21.83,,2050886.0
ISEE,"IVERIC bio, Inc.",39.95,0.3769,0.15,39.85,39.98,39.99,9.39,5512180830.0,38.0166,26.59,26.09255,10801886.0,4945949.0,39.86,39.8,-22.4438202247191,2023-07-24T00:00:00.000+0000,137976992.0
ISEM,Invesco RAFI Strategic Emerging Markets ETF,23.435,-0.0213,-0.005,23.34,23.435,25.8791,20.97,17577914.0,23.89629,39.86,23.613905,845.0,0.0,23.435,23.44,6.98,,750071.0
ISHG,iShares 1-3 Year International Treasury Bond ETF,71.25,0.9649,0.6809,71.21,71.33,71.7,66.88,78481733.0,68.6536,23.435,69.35565,11045.0,5850.0,71.3011,70.5691,,,1101498.0
ISHP,First Trust S-Network Global E-Commerce ETF,27.81,-1.383,-0.39,27.81,27.81,29.02,22.67,5425759.0,25.7089,71.3011,26.196245,2.0,268.0,27.81,28.2,14.29,,195101.0
ISIG,"Insignia Systems, Inc.",7.73,6.0357,0.44,7.27,7.73,9.8399,5.48,13895912.0,7.54583,27.81,7.978572,11348.0,4163.0,7.31,7.29,1.1910631741140216,2023-11-06T00:00:00.000+0000,1797660.0
ISLE,Isleworth Healthcare Acquisition Corp.,10.01,-1.2820523,-0.13000011,10.01,10.02,,,0.0,,7.31,,301893.0,,10.01,10.14,24.414634146341463,,0.0
ISLEW,Isleworth Healthcare Acquisition Corp.,0.0019,0.0,0.0,0.0007,0.0095,0.0095,0.0007,0.0,0.0,10.01,0.0,838083.0,0.0,0.574,0.0019,0.0,,0.0
ISNS,Autoscope Technologies Corporation,6.44,2.3847392,0.1500001,6.29,6.63,11.58,3.4,34825652.0,6.6936116,0.574,5.842695,19708.0,1265852.0,6.29,6.29,0.0,,5407710.0
ISO,IsoPlexis Corporation,0.7616,0.0,0.0,0.6012,0.7899,3.84,0.6001,30283577.0,1.070418,6.29,1.7359945,111017.0,47290.0,0.71,0.7616,-0.2986666666666667,2022-11-10T13:30:00.000+0000,39763100.0
ISPC,iSpecimen Inc.,0.501,0.2,0.001,0.5,0.5747,2.046,0.407,4546981.0,0.55084,0.71,1.098165,66394.0,45000.0,0.5,0.5,-0.44,2024-03-12T12:30:00.000+0000,9075810.0
ISPO,Inspirato Incorporated,3.932,-0.7071,-0.028,3.85,4.19,39.2,3.15,13733729.0,4.87306,0.5,14.420865,16526.0,23607.0,4.15,3.96,-0.26,2023-12-18T00:00:00.000+0000,3492810.0
ISPOW,Inspirato Incorporated,0.01,0.0,0.0,0.0091,0.01,0.149,0.007,14980274.0,0.01632,4.15,0.051715,33809.0,42812.0,0.0091,0.01,0.0,2023-03-31T00:00:00.000+0000,1498027444.0
ISPR,Ispire Technology Inc.,8.65,2.3669,0.2,8.6,9.1,19.78,6.85,469426781.0,9.9036,0.0091,9.13529,123528.0,105138.0,9.1,8.45,-86.5,2023-09-19T04:00:00.000+0000,54268992.0
ISRG,"Intuitive Surgical, Inc.",326.18,-0.8451,-2.78,324.83,332.495,358.07,222.65,114838844960.0,290.7244,9.1,295.292,2059936.0,1874409.0,330.0,328.96,76.39,2024-01-22T10:59:00.000+0000,352072000.0
ISRL,Israel Acquisitions Corp,10.68,0.0,0.0,10.6714,10.68,11.51,10.13,212843845.0,10.60858,330,10.433435,8802.0,44503.0,10.68,10.68,48.55,2023-03-31T00:00:00.000+0000,19929199.0
ISRLU,Israel Acquisitions Corp Unit,10.78,0.0,0.0,10.78,10.78,10.935,10.08,214736996.0,10.7022,10.68,10.55332,5.0,2658.0,10.78,10.78,,,19919944.0
ISSC,"Innovative Solutions and Support, Inc.",7.52,-2.4643,-0.19,7.36,7.8,8.99,6.11,131201440.0,7.5216,10.78,7.4316,14215.0,16050.0,7.71,7.71,26.86,2023-12-20T00:00:00.000+0000,17447000.0
ISTAX,ICON Equity Fund Investor,25.92,1.7268,0.44,0.0,25.92,26.99,0.0,28041267.0,24.8076,7.71,24.97285,0.0,0.0,,25.48,,,1081839.0
ISTB,iShares Core 1-5 Year USD Bond ETF,47.355,0.2347,0.1109,47.33,47.43,47.49,45.37,4123124129.0,46.5516,,46.7039,664322.0,452395.0,47.37,47.2441,16.81,,87068401.0
ISTR,Investar Holding Corporation,14.12,9.119,1.18,13.0,14.25,22.2,9.07,137713348.0,10.6972,47.37,12.5365,29106.0,20104.0,13.0,12.94,6.39,2024-01-23T21:00:00.000+0000,9753070.0
ISUN,"iSun, Inc.",0.2422,35.3073,0.0632,0.175,0.2612,2.18,0.125,9093205.0,0.1896,13,0.47129,6532935.0,1313749.0,0.1929,0.179,-0.08,2023-11-14T13:30:00.000+0000,37544200.0
ITAC,"Industrial Tech Acquisitions, Inc.",8.2,-2.0310643,-0.17000008,7.837,8.71,11.25,7.8,0.0,9.84782,0.1929,9.997014,50909.0,37386.0,8.35,8.37,0.0,,0.0
ITACU,"Industrial Tech Acquisitions, Inc.",9.94,0.0,0.0,9.94,10.84,13.53,9.5,0.0,10.750068,8.35,11.077112,32.0,539.0,10.84,9.94,-7.826771653543307,,0.0
ITAQ,"Industrial Tech Acquisitions II, Inc.",10.95,0.2747,0.03,10.92,11.0,11.45,9.7594,61992210.0,10.7639,10.84,10.516295,158359.0,7350.0,10.92,10.92,73.0,2023-03-31T00:00:00.000+0000,5661389.0
ITAQU,"Industrial Tech Acquisitions II, Inc.",10.74,0.1866,0.02,10.7399,10.74,12.03,9.915,60765631.0,10.843,10.92,10.601425,200.0,171.0,10.7399,10.72,32.252252252252255,2023-03-31T00:00:00.000+0000,5657880.0
ITAQW,"Industrial Tech Acquisitions II, Inc.",0.0016,6.6667,0.0001,0.0015,0.0016,0.0016,0.0015,61992210.0,0.0,10.7399,0.0,59569.0,0.0,0.0015,0.0015,0.0,2023-03-31T00:00:00.000+0000,38745131250.0
ITCI,"Intra-Cellular Therapies, Inc.",65.32,-1.5375,-1.02,64.63,67.99,67.99,42.01,6286272692.0,55.3546,0.0015,57.5112,1009323.0,908066.0,66.47,66.34,-40.32,2024-02-28T13:30:00.000+0000,96238100.0
ITHAX,The Hartford Capital Appreciation Fund,38.72,0.3369,0.13,0.0,38.72,38.72,0.0,5690004478.0,36.0212,66.47,35.7429,0.0,0.0,,38.59,,,146952595.0
ITHX,ITHAX Acquisition Corp.,10.13,-27.591133,-3.8599997,9.5,16.98,,,850845038.0,,,,1489808.0,,16.52,13.99,56.27777777777778,2022-05-20T04:00:00.000+0000,83992600.0
ITHXU,ITHAX Acquisition Corp.,11.48,-20.827589,-3.0200005,10.77,16.99,,,0.0,,16.52,,8214.0,,16.99,14.5,98.96551724137932,,0.0
ITHXW,ITHAX Acquisition Corp.,0.3773,-16.155554,-0.07269999,0.36,0.57,0.57,0.36,0.0,0.0,16.99,0.0,201056.0,0.0,0.6999,0.45,0.0,,0.0
ITI,"Iteris, Inc.",4.6,-1.0753,-0.05,4.57,4.7,5.0,2.71,196984880.0,4.3012,0.6999,4.37355,125066.0,82793.0,4.7,4.65,-24.21,2024-01-31T00:00:00.000+0000,42822800.0
ITIC,Investors Title Company,156.0,1.7413,2.67,155.38,159.91,167.84,127.71,294936720.0,146.04,4.7,146.31065,3516.0,3952.0,155.38,153.33,12.65,2024-02-12T00:00:00.000+0000,1890620.0
ITMR,Itamar Medical Ltd.,30.87,0.0,0.0,30.75,30.91,30.91,16.36,0.0,30.5734,155.38,24.63706,1017128.0,135920.0,30.8,30.87,-21.0,2021-11-18T05:00:00.000+0000,0.0
ITOS,"iTeos Therapeutics, Inc.",10.77,-1.9126,-0.21,10.58,11.32,23.0,8.2,385404450.0,9.6983,30.8,12.7146,423068.0,455365.0,11.32,10.98,-6.15,2024-03-13T00:00:00.000+0000,35785000.0
ITQ,Itiquira Acquisition Corp.,10.17,0.0984,0.01,10.16,10.17,10.17,9.75,0.0,10.127456,11.32,9.963414,66025.0,50227.0,10.17,10.16,39.11538461538461,,0.0
ITQRU,Itiquira Acquisition Corp.,10.16,0.0985,0.01,10.16,10.16,10.1962,9.84,0.0,10.124228,10.17,9.9718075,2.0,1410.0,10.15,10.15,29.794721407624632,,0.0
ITQRW,Itiquira Acquisition Corp.,0.0007,16.6667,0.0001,0.0004,0.001,0.001,0.0004,0.0,0.0,10.15,0.0,8252.0,0.0,0.55,0.0006,0.0,,0.0
ITRI,"Itron, Inc.",76.52,4.2791,3.14,74.24,76.6,79.99,49.19,3481109056.0,63.1044,0.55,63.7288,541490.0,331534.0,74.46,73.38,46.66,2024-02-26T00:00:00.000+0000,45492800.0
ITRM,Iterum Therapeutics plc,1.74,2.3529,0.04,1.67,1.78,2.5,0.601,22707000.0,1.14602,74.46,1.056305,37953.0,132885.0,1.67,1.7,-0.72,2023-11-14T13:30:00.000+0000,13050000.0
ITRN,Ituran Location and Control Ltd.,26.47,1.5733,0.41,26.13,26.65,31.01,20.35,532271863.0,26.2032,1.67,25.2046,72667.0,68712.0,26.3,26.06,11.66,2024-02-26T00:00:00.000+0000,20108495.0
ITTAX,Hartford Multi-Asset Income Fund Class A,18.64,0.7023,0.13,0.0,18.64,18.64,0.0,612656873.0,17.7936,26.3,17.9887,0.0,0.0,,18.51,,,32867858.0
ITTIX,Hartford Multi-Asset Income Fund Class I,18.59,0.7042,0.13,0.0,18.59,18.59,0.0,612668455.0,17.7476,,17.94525,0.0,0.0,,18.460001,,,32956883.0
IUAEX,JPMorgan International Unconstrained Equity Fund - A,24.25,0.706,0.17,0.0,24.25,24.25,0.0,1465292040.0,22.7464,,22.9119,0.0,0.0,,24.08,,,60424414.0
IUENX,JPMorgan International Unconstrained Equity Fund - R6,24.68,0.7347,0.18,0.0,24.68,24.68,0.0,1465709834.0,23.1348,,23.27165,0.0,0.0,,24.5,,,59388567.0
IUESX,JPMorgan International Focus Fund,24.65,0.7356,0.18,0.0,24.65,24.65,0.0,1465722943.0,23.109,,23.25895,0.0,0.0,,24.47,,,59461377.0
IUS,Invesco RAFI Strategic US ETF,42.97,0.9159,0.39,42.81,43.0558,43.0558,35.79,254156679.0,40.3622,,39.7126,42256.0,49746.0,42.81,42.58,18.23,,5914747.0
IUSB,iShares Core Total USD Bond Market ETF,45.86,0.7588,0.3454,45.7,45.9586,46.86,42.56,22552730509.0,43.8564,42.81,44.89755,2462398.0,3055809.0,45.78,45.514618,,,491773452.0
IUSG,iShares Core S&P U.S. Growth ETF,103.21,0.0679,0.07,102.5101,103.72,103.72,79.72,10914457087.0,97.4808,45.78,94.4824,531128.0,499649.0,103.57,103.14,24.39,,105749996.0
IUSS,Invesco RAFI Strategic US Small Company ETF,33.58,0.0298,0.01,33.57,33.59,38.235,32.6,36097224.0,35.567833,103.57,35.018883,6749.0,0.0,33.59,33.57,40.0,,1074962.0
IUSV,iShares Core S&P U.S. Value ETF,83.97,0.9012,0.75,83.59,84.28,84.28,68.82,8355015336.0,76.7018,33.59,76.07405,858216.0,725795.0,83.68,83.22,21.61,,99500004.0
IVA,Inventiva S.A.,4.045,-9.7098,-0.435,4.005,4.51,6.82,2.22,220322514.0,4.00614,83.68,3.79404,25799.0,10638.0,4.4382,4.48,-1.97,2023-09-28T04:00:00.000+0000,54467865.0
IVAC,"Intevac, Inc.",4.45,1.1364,0.05,4.3713,4.5645,7.54,3.07,117362075.0,3.6128,4.4382,4.50935,111450.0,77047.0,4.48,4.4,-8.24,2024-01-30T21:00:00.000+0000,26373500.0
IVCA,Investcorp India Acquisition Corp,11.0,0.0,0.0,11.0,11.0,11.31,10.28,178840156.0,10.8984,4.48,10.713585,8.0,37720.0,11.0,11.0,32.35,2023-03-31T00:00:00.000+0000,16258196.0
IVCAU,Investcorp India Acquisition Corp,11.05,-3.5777,-0.41,11.05,11.05,12.31,9.165,178840150.0,10.78,11,10.534,1.0,1136.0,10.99,11.46,0.0,2023-03-31T00:00:00.000+0000,16184629.0
IVCAW,Investcorp India Acquisition Corp,0.03,0.0,0.0,0.03,0.036,0.036,0.03,456210.0,0.0,10.99,0.0,5206.0,0.0,0.036,0.03,,2023-03-31T00:00:00.000+0000,15207000.0
IVCB,Investcorp Europe Acquisition Corp I,11.02,0.0,0.0,11.02,11.02,11.39,10.27,304489972.0,10.94764,0.036,10.71727,307.0,191504.0,11.02,11.02,33.39,2023-03-31T00:00:00.000+0000,27630669.0
IVCBU,Investcorp Europe Acquisition Corp I,10.98,-0.363,-0.04,10.98,11.02,12.02,10.29,303384746.0,10.9942,11.02,10.7563,1.0,182.0,11.02,11.02,0.0,2023-03-31T00:00:00.000+0000,27630669.0
IVCBW,Investcorp Europe Acquisition Corp I,0.2124,41.6,0.0624,0.101,0.2124,0.2124,0.101,246020757.0,0.0,11.02,0.0,448847.0,0.0,0.212,0.15,,2023-03-31T00:00:00.000+0000,1158289816.0
IVCP,Swiftmerge Acquisition Corp.,10.7,0.0,0.0,10.65,10.7,11.853,9.835,84229437.0,10.5536,0.212,10.45262,66262.0,14041.0,10.65,10.7,50.95,2023-11-22T05:00:00.000+0000,7871910.0
IVCPU,Swiftmerge Acquisition Corp.,10.58,0.1894,0.02,10.1,10.58,11.44,8.86,84032634.0,10.77352,10.65,10.56328,300.0,317.0,10.1,10.56,-22.041666666666668,2023-03-31T00:00:00.000+0000,7942593.0
IVCPW,Swiftmerge Acquisition Corp.,0.043,4.878,0.002,0.037,0.043,0.043,0.037,97888252.0,0.0,10.1,0.0,234260.0,0.0,0.037,0.041,,2023-03-31T00:00:00.000+0000,2276470972.0
IVDA,"Iveda Solutions, Inc.",0.7599,5.527,0.0398,0.75,0.7915,2.91,0.53,12211517.0,0.7236,0.037,1.0105,47155.0,63719.0,0.75,0.7201,-4.0,2023-11-14T13:30:00.000+0000,16069900.0
IVDAW,"Iveda Solutions, Inc.",0.09,-9.9099,-0.0099,0.09,0.0999,0.0999,0.09,11571928.0,0.0,0.75,0.0,600.0,0.0,0.0999,0.0999,-0.2903225806451613,2023-03-31T00:00:00.000+0000,128576977.0
IVEG,iShares Emergent Food and AgTech Multisector ETF,19.38,2.4855,0.47,19.15,19.38,22.216,17.19,5800550.0,18.04434,0.0999,19.45961,856.0,2438.0,19.15,18.91,11.5,,299306.0
IVFAX,Federated Hermes International Strategic Value Dividend Fund A,3.68,0.2725,0.01,0.0,3.68,3.84,0.0,779904063.0,3.4978,19.15,3.61505,0.0,0.0,,3.67,,,211930452.0
IVFIX,Federated Hermes International Strategic Value Dividend Fund Class IS,3.69,0.2717,0.01,0.0,3.69,3.84,0.0,779904061.0,3.5074,,3.624,0.0,0.0,,3.68,,,211356114.0
IVOYX,Delaware Ivy Mid Cap Income Opportunities Fd Cl Y,18.6,1.252,0.23,0.0,18.6,18.62,0.0,1128325699.0,17.25,,17.445,0.0,0.0,,18.37,,,60662672.0
IVP,"Inspire Veterinary Partners, Inc.",0.4302,4.9268,0.0202,0.4,0.469,3.06,0.35,3655229.0,0.74446,,1.0110986,190754.0,154534.0,0.41,0.41,-0.29,2023-11-14T05:00:00.000+0000,8496581.0
IVTY,"Invuity, Inc.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,,,,2018-06-30T00:00:00.000+0000,0.0
IVVD,"Invivyd, Inc.",1.72,2.994,0.05,1.68,1.78,2.68,0.98,189397800.0,1.5798,,1.486525,118549.0,134465.0,1.68,1.67,-1.11,2024-03-28T04:00:00.000+0000,110115000.0
IVWAX,IVA Worldwide Fund Class A,17.1379,-1.4497,-0.2521,0.0,17.1379,17.43,0.0,990986934.0,17.14,1.68,17.113504,0.0,0.0,,17.39,,,57824292.0
IWIRX,Guinness Atkinson Global Innovators Fund Investor Class,51.53,0.3896,0.2,0.0,51.53,52.16,0.0,264779691.0,49.3716,,47.6654,0.0,0.0,,51.329998,3.13,,5138360.0
IWTR,iShares MSCI Water Management Multisector ETF,28.4825,-1.4201,-0.4103,28.4825,28.4825,29.515,25.0,5472542.0,26.73358,,27.764814,90.0,519.0,28.4825,28.8928,19.44,,192137.0
IXAQ,IX Acquisition Corp.,10.95,0.0,0.0,10.95,10.9505,12.15,10.0,114030234.0,10.9783,28.4825,10.653305,74800.0,11179.0,10.95,10.95,40.56,2023-03-31T00:00:00.000+0000,10413720.0
IXAQU,IX Acquisition Corp.,10.77,0.0,0.0,10.77,11.08,12.02,10.08,114030240.0,10.9688,10.95,10.67817,200.0,87.0,11.08,10.77,12.69,2023-03-31T00:00:00.000+0000,10587766.0
IXAQW,IX Acquisition Corp.,0.02,0.0,0.0,0.02,0.02,0.02,0.02,204740.0,0.0,11.08,0.0,199.0,0.0,0.02,0.02,,2023-03-31T00:00:00.000+0000,10237000.0
IXHL,Incannex Healthcare Limited,4.09,-0.2439,-0.01,3.98,4.447,12.68,0.8,1622717725.0,2.00842,0.02,1.895675,85525.0,60485.0,3.98,4.1,-4.81,2022-12-31T00:00:00.000+0000,396752500.0
IXUS,iShares Core MSCI Total International Stock ETF,64.75,1.0771,0.69,64.4665,64.9,65.25,57.04,34721620549.0,60.607,3.98,61.7222,1927251.0,1799942.0,64.47,64.06,13.17,,536241244.0
IXYS,IXYS Corporation,,,,0.0,0.0,0.0,0.0,0.0,0.0,64.47,0.0,0.0,0.0,,,,2017-09-30T00:00:00.000+0000,0.0
IYGIX,Delaware Ivy Large Cap Growth Fund Class I,32.43,-0.7346,-0.24,0.0,32.43,32.82,0.0,6064757617.0,31.1632,,29.8611,0.0,0.0,,32.670002,,,187010719.0
IYSYX,Delaware Ivy Small Cap Core Fund Class Y,16.08,2.0305,0.32,0.0,16.08,16.08,0.0,530141536.0,14.4018,,14.60565,0.0,0.0,,15.76,1.47,,32969001.0
IZEA,"IZEA Worldwide, Inc.",2.25,1.3514,0.03,2.19,2.3,3.28,1.86,34771950.0,2.2981,,2.41532,15372.0,28433.0,2.19,2.22,-5.23,2023-11-14T22:00:00.000+0000,15454200.0
IZM,ICZOOM Group Inc.,11.11,-2.1145,-0.24,8.97,11.49,13.59,1.61,114726015.0,9.4942,2.19,6.518979,752479.0,198903.0,11.44,11.35,61.72,,10326374.0
JAAAX,John Hancock Fds II Alternative Asset Allocation Fund Class A,15.31,0.1308,0.02,0.0,15.31,15.31,0.0,759435387.0,15.0298,11.44,14.9471,0.0,0.0,,15.29,,,49603879.0
JAAIX,"John Hancock Fds II, Alternative Asset Allocation Fund Class I",15.35,0.1305,0.02,0.0,15.35,15.35,0.0,755459307.0,15.0672,,14.97125,0.0,0.0,,15.33,,,49215590.0
JABAX,Janus Henderson Balanced Fund - T Shares,41.79,1.26,0.52,0.0,41.79,41.79,0.0,23354171373.0,39.8332,,39.7806,0.0,0.0,,41.27,,,558845929.0
JABCX,Janus Henderson Balanced Fund Class C,41.19,1.2537,0.51,0.0,41.19,41.19,0.0,23646959663.0,39.2148,,39.15565,0.0,0.0,,40.68,,,574094675.0
JABNX,Janus Henderson Balanced Fund - N Shares,41.81,1.2594,0.52,0.0,41.81,41.81,0.0,23354171391.0,39.8686,,39.81995,0.0,0.0,,41.29,,,558578603.0
JABRX,Janus Henderson Balanced Fund Class S,41.71,1.2379,0.51,0.0,41.71,41.71,0.0,23354171355.0,39.7438,,39.68865,0.0,0.0,,41.2,,,559917798.0
JACCX,Janus Henderson Forty Fund,32.09,1.1984,0.38,0.0,32.09,35.15,0.0,11939918840.0,33.1566,,32.15235,0.0,0.0,,31.710001,1.69,,372076000.0
JACK,Jack in the Box Inc.,84.79,3.2891,2.7,82.84,86.12,99.56,60.43,1673483272.0,68.4342,,82.43065,443524.0,355565.0,83.62,82.09,13.46,2024-02-28T13:30:00.000+0000,19736800.0
JACRX,Easterly Global Real Estate Fund Class C,13.68,2.5487,0.34,0.0,13.68,14.99,0.0,449304251.0,12.2976,83.62,12.77895,0.0,0.0,,13.34,,,32843878.0
JACTX,Janus Henderson Forty Fund - T Shares,43.82,1.2009,0.52,0.0,43.82,46.62,0.0,16304369444.0,44.105,,42.5634,0.0,0.0,,43.3,2.31,,372075980.0
JADFX,Janus Henderson Flexible Bond Fund,9.35,1.41,0.13,0.0,9.35,9.69,0.0,2654408442.0,8.9508,,9.2156,0.0,0.0,,9.22,,,283893951.0
JADGX,Janus Henderson Growth And Income Fund,68.2,1.2771,0.86,0.0,68.2,71.76,0.0,6870777492.0,68.4492,,67.8574,0.0,0.0,,67.34,,,100744538.0
JAENX,Janus Henderson Enterprise Fund Class T,125.4,1.9098,2.35,0.0,125.4,137.57,0.0,18824456990.0,125.158,,128.2338,0.0,0.0,,123.05,,,150115287.0
JAFIX,Janus Henderson Flexible Bond Fund - T Shares,9.35,1.5201,0.14,0.0,9.35,9.68,0.0,2654408442.0,8.9486,,9.213,0.0,0.0,,9.21,,,283893951.0
JAGAX,Janus Henderson Adaptive Global Allocation Fund,10.15,0.8946,0.09,0.0,10.15,10.15,0.0,38147669.0,9.7166,,9.6789,0.0,0.0,,10.059999,,,3758391.0
JAGCX,Janus Henderson Global Technology and Innovation Fund Class C,41.54,0.7763,0.32,0.0,41.54,41.54,0.0,5470311918.0,38.7418,,36.5716,0.0,0.0,,41.22,,,131687817.0
JAGIX,Janus Henderson Growth and Income Fund - T Shares,68.28,1.2756,0.86,0.0,68.28,71.87,0.0,6784137201.0,68.5508,,67.9639,0.0,0.0,,67.42,,,99357604.0
JAGLX,Janus Henderson Global Life Sciences Fund,67.23,2.6569,1.74,0.0,67.23,70.44,0.0,4413807087.0,64.9308,,67.1039,0.0,0.0,,65.490005,,,65652344.0
JAGNX,Janus Henderson Adaptive Global Allocation Fund,10.25,0.8858,0.09,0.0,10.25,10.25,0.0,38147671.0,9.8124,,9.76415,0.0,0.0,,10.16,,,3721724.0
JAGSX,Janus Henderson Adaptive Global Allocation Fund,10.24,0.8867,0.09,0.0,10.24,10.24,0.0,38147666.0,9.7968,,9.75115,0.0,0.0,,10.15,,,3725358.0
JAGTX,Janus Henderson Global Technology and Innovation Fund T Shares,50.93,0.7916,0.4,0.0,50.93,50.93,0.0,5470311900.0,47.3854,,44.6149,0.0,0.0,,50.53,,,107408441.0
JAGX,"Jaguar Health, Inc.",0.1666,9.1028,0.0139,0.154,0.17,9.15,0.151,8455883.0,0.31646,,0.544825,4063327.0,5848117.0,0.1549,0.1527,-0.19,2023-11-14T00:00:00.000+0000,50755600.0
JAHYX,Janus Henderson High-Yield Fund - T Shares,7.11,0.7082,0.05,0.0,7.11,7.28,0.0,1323284732.0,6.88,0.1549,6.9814,0.0,0.0,,7.06,15.32,,186115996.0
JAJWX,John Hancock Freedom 529 Plan - Stable Value Portfolio Fund,10.45,0.0,0.0,0.0,10.45,10.45,0.0,0.0,10.4058,,10.3611765,0.0,0.0,,10.45,,,0.0
